age,job,marital,education,default,balance,housing,loan,day,month,duration
34,blue-collar,married,secondary,no,262,no,no,1,jun,339
54,services,divorced,secondary,no,0,no,no,1,jun,174
43,management,divorced,tertiary,no,2367,no,no,1,jun,114
23,services,single,secondary,no,31,no,no,1,jun,192
48,management,married,tertiary,no,3842,no,no,1,jun,215
30,self-employed,single,tertiary,no,3343,no,no,1,jun,235
38,unemployed,single,secondary,no,804,no,no,1,jun,1087
34,student,single,unknown,no,1011,no,no,1,jun,253
52,admin.,single,secondary,no,-528,yes,yes,1,jun,1144
27,management,single,tertiary,no,1840,no,no,1,jun,220
40,blue-collar,married,secondary,no,1451,no,no,1,jun,314
47,management,married,tertiary,no,2351,no,no,2,jun,163
26,management,single,tertiary,no,1623,no,no,2,jun,479
37,admin.,married,secondary,no,597,no,no,2,jun,395
34,management,married,tertiary,no,611,no,no,2,jun,350
26,admin.,single,tertiary,no,313,no,yes,2,jun,199
44,management,married,tertiary,no,1954,no,no,2,jun,294
29,management,single,tertiary,no,307,yes,no,2,jun,690
40,unemployed,single,tertiary,no,7968,no,no,2,jun,596
43,blue-collar,married,secondary,no,2160,no,no,2,jun,169
52,technician,divorced,secondary,no,1005,yes,no,2,jun,195
38,admin.,married,tertiary,no,1988,no,no,2,jun,103
33,services,divorced,secondary,no,1117,no,no,2,jun,417
50,technician,married,secondary,no,3370,no,no,2,jun,160
53,admin.,married,secondary,no,109,no,no,2,jun,270
42,services,married,secondary,no,1376,yes,no,2,jun,271
49,technician,married,tertiary,no,523,yes,no,2,jun,712
27,technician,single,tertiary,no,15161,no,no,2,jun,74
32,admin.,married,tertiary,no,653,no,no,2,jun,84
31,student,single,tertiary,no,64,no,no,2,jun,261
29,technician,single,secondary,no,1165,no,no,2,jun,245
49,services,married,secondary,no,7019,yes,no,2,jun,263
46,blue-collar,married,secondary,no,1568,yes,no,2,jun,310
57,blue-collar,married,primary,no,3109,no,no,2,jun,482
28,technician,single,tertiary,no,4987,no,no,2,jun,924
37,entrepreneur,married,tertiary,no,189,no,no,2,jun,253
38,blue-collar,married,secondary,no,2467,no,no,2,jun,192
49,management,married,tertiary,no,5887,no,no,2,jun,181
35,technician,married,tertiary,no,1354,no,no,2,jun,250
29,technician,married,secondary,no,23,yes,no,2,jun,163
52,technician,married,secondary,no,0,no,no,2,jun,541
34,unemployed,married,secondary,no,978,no,no,3,jun,262
60,technician,married,secondary,no,294,no,no,3,jun,206
32,self-employed,married,secondary,no,409,no,no,3,jun,115
27,admin.,single,secondary,no,261,yes,yes,3,jun,592
55,entrepreneur,married,secondary,no,27624,no,no,3,jun,437
29,management,single,tertiary,no,3846,no,no,3,jun,313
42,blue-collar,married,secondary,no,2913,no,no,3,jun,705
33,management,divorced,tertiary,no,2240,no,no,3,jun,198
29,blue-collar,married,primary,no,5,no,no,3,jun,321
39,admin.,married,secondary,no,150,no,no,3,jun,296
31,technician,single,tertiary,no,882,no,no,3,jun,411
60,management,divorced,tertiary,no,366,no,no,3,jun,593
25,student,single,tertiary,no,1189,no,no,3,jun,165
45,admin.,married,secondary,no,204,yes,no,3,jun,224
29,management,single,tertiary,no,637,yes,no,3,jun,340
55,management,divorced,tertiary,no,2383,no,no,3,jun,591
26,technician,single,secondary,no,1231,yes,no,3,jun,385
30,management,single,tertiary,no,3340,no,no,3,jun,238
54,admin.,divorced,secondary,no,200,no,no,3,jun,170
39,blue-collar,single,tertiary,no,48,no,no,3,jun,539
26,management,single,tertiary,no,2786,no,no,3,jun,300
57,retired,married,secondary,no,5313,no,no,3,jun,200
39,unemployed,married,tertiary,no,201,no,no,3,jun,699
25,blue-collar,single,secondary,no,389,no,no,3,jun,837
43,blue-collar,married,primary,no,3917,no,no,3,jun,725
32,blue-collar,married,secondary,no,889,yes,no,3,jun,1076
43,management,divorced,tertiary,no,481,yes,no,3,jun,187
50,management,divorced,tertiary,no,810,no,no,4,jun,510
35,services,married,secondary,no,52,yes,no,4,jun,328
37,management,married,tertiary,no,108,yes,yes,4,jun,262
42,admin.,single,secondary,no,684,no,no,4,jun,207
27,management,married,secondary,no,2071,no,no,4,jun,449
27,services,single,secondary,no,339,no,no,4,jun,182
29,management,single,tertiary,no,572,no,no,4,jun,224
29,student,single,secondary,no,1779,no,no,4,jun,400
26,student,single,secondary,no,132,no,no,4,jun,217
39,admin.,single,tertiary,no,22086,no,no,4,jun,160
41,services,married,secondary,no,0,yes,yes,4,jun,352
29,management,married,tertiary,no,205,no,no,4,jun,787
33,technician,single,tertiary,no,317,yes,no,4,jun,323
32,management,married,tertiary,no,4945,no,no,4,jun,160
30,management,married,tertiary,no,419,yes,no,4,jun,194
38,technician,single,secondary,no,1130,no,no,4,jun,96
55,admin.,married,secondary,no,1662,no,no,4,jun,94
25,admin.,single,secondary,no,1871,no,no,4,jun,136
38,entrepreneur,divorced,secondary,no,1190,yes,no,4,jun,81
35,blue-collar,married,secondary,no,563,no,yes,4,jun,147
31,unemployed,married,secondary,no,6,no,no,4,jun,121
25,services,single,secondary,no,594,no,no,4,jun,89
31,management,single,tertiary,no,617,no,no,4,jun,1161
27,student,single,secondary,no,538,no,no,4,jun,124
34,admin.,single,secondary,no,303,no,no,4,jun,282
40,admin.,single,secondary,no,985,yes,no,4,jun,592
27,admin.,married,secondary,no,897,no,no,5,jun,397
28,management,single,secondary,no,171,no,no,5,jun,324
28,management,single,secondary,no,1633,no,no,5,jun,275
35,admin.,divorced,secondary,no,1085,no,no,5,jun,199
58,retired,married,primary,no,1980,no,no,5,jun,255
44,technician,married,tertiary,no,1933,no,no,5,jun,462
57,retired,married,secondary,no,1841,no,no,5,jun,302
25,self-employed,single,tertiary,no,42,yes,no,5,jun,149
21,student,single,secondary,no,794,no,no,5,jun,191
49,technician,married,secondary,no,905,no,no,5,jun,1543
54,management,married,tertiary,no,8295,no,no,5,jun,207
59,retired,married,primary,no,0,no,no,5,jun,493
28,management,single,tertiary,no,874,yes,no,5,jun,509
37,blue-collar,married,secondary,no,4321,no,no,5,jun,657
30,technician,single,tertiary,no,0,yes,no,5,jun,159
35,housemaid,single,primary,no,745,no,no,5,jun,522
31,management,single,tertiary,no,924,no,no,5,jun,207
41,unemployed,single,primary,no,216,no,no,5,jun,577
30,unemployed,single,tertiary,no,1159,no,no,5,jun,366
28,self-employed,single,tertiary,no,3290,no,no,5,jun,201
31,unemployed,single,secondary,no,582,yes,no,5,jun,548
53,management,divorced,tertiary,no,380,no,yes,5,jun,438
22,blue-collar,single,secondary,no,682,no,no,5,jun,126
36,services,married,primary,no,92,yes,no,5,jun,244
33,technician,single,secondary,no,66,no,no,5,jun,157
31,technician,single,tertiary,no,252,no,no,8,jun,107
49,admin.,married,tertiary,no,6574,no,no,8,jun,138
51,self-employed,married,unknown,no,2094,no,no,8,jun,458
34,technician,married,secondary,no,294,yes,no,8,jun,301
35,blue-collar,married,primary,no,1177,no,no,8,jun,243
32,admin.,single,tertiary,no,8866,no,no,9,jun,234
36,entrepreneur,divorced,tertiary,no,3407,no,no,9,jun,993
31,management,single,tertiary,no,5205,no,no,9,jun,529
25,technician,single,tertiary,no,3630,no,no,9,jun,221
25,services,single,tertiary,no,12,no,no,12,jun,126
60,management,married,secondary,no,544,no,no,12,jun,95
40,self-employed,single,tertiary,no,10346,no,no,15,jun,491
50,management,married,tertiary,no,1612,no,no,15,jun,532
32,management,single,tertiary,no,718,yes,no,15,jun,95
60,admin.,married,secondary,no,3547,no,no,15,jun,351
32,services,married,secondary,no,914,no,no,15,jun,372
52,entrepreneur,married,secondary,no,1306,no,no,15,jun,288
59,technician,married,secondary,no,259,no,no,15,jun,415
56,retired,married,secondary,no,-1206,yes,no,15,jun,382
47,management,single,tertiary,no,372,no,no,15,jun,257
43,management,married,tertiary,no,3518,no,no,15,jun,181
25,services,single,secondary,no,505,no,no,15,jun,284
31,student,single,secondary,no,1776,no,no,15,jun,220
27,management,single,tertiary,no,20585,no,no,15,jun,188
26,admin.,married,secondary,no,1595,no,no,15,jun,155
37,admin.,single,tertiary,no,1000,yes,no,15,jun,322
27,admin.,single,tertiary,no,138,no,no,15,jun,89
49,management,married,tertiary,no,561,no,no,15,jun,173
26,management,single,tertiary,no,170,no,no,15,jun,129
28,management,single,tertiary,no,502,no,no,16,jun,136
33,blue-collar,married,secondary,no,379,yes,yes,16,jun,263
31,technician,married,unknown,no,14533,no,no,16,jun,245
32,services,married,secondary,no,689,yes,yes,16,jun,162
30,technician,single,secondary,no,2567,no,no,18,jun,813
34,management,married,tertiary,no,443,no,no,18,jun,235
58,retired,married,primary,no,2074,no,no,18,jun,259
34,management,married,tertiary,no,2374,yes,yes,18,jun,270
26,services,single,secondary,no,1347,no,no,18,jun,280
49,management,single,tertiary,no,7443,no,no,19,jun,293
57,management,married,tertiary,no,10583,no,no,22,jun,295
83,retired,married,primary,no,425,no,no,22,jun,883
61,management,married,tertiary,no,997,no,no,22,jun,269
64,retired,married,secondary,no,5966,yes,no,22,jun,983
37,admin.,married,secondary,no,2061,yes,yes,22,jun,459
68,retired,married,secondary,no,0,no,no,22,jun,586
71,retired,married,tertiary,no,2887,no,no,30,jun,128
54,management,married,tertiary,no,1464,no,no,30,jun,157
37,management,married,tertiary,no,1315,no,no,30,jun,224
22,student,single,unknown,no,466,no,no,30,jun,377
44,management,married,tertiary,no,2383,no,no,1,jul,571
37,entrepreneur,married,tertiary,no,1649,no,yes,1,jul,140
72,self-employed,married,tertiary,no,132,no,no,1,jul,260
69,retired,divorced,primary,no,482,no,no,2,jul,260
41,blue-collar,married,secondary,no,203,no,no,2,jul,342
44,blue-collar,married,secondary,no,88,yes,no,2,jul,275
32,services,single,secondary,no,2881,no,no,2,jul,356
79,retired,married,secondary,no,668,no,no,2,jul,363
33,technician,married,secondary,no,73,yes,no,2,jul,218
45,management,married,tertiary,no,1309,no,no,2,jul,367
40,management,married,tertiary,no,2763,yes,no,2,jul,566
42,entrepreneur,married,secondary,no,2959,yes,no,2,jul,711
30,technician,single,secondary,no,930,no,no,2,jul,396
28,management,single,tertiary,no,12956,yes,no,2,jul,940
58,housemaid,divorced,secondary,no,0,no,no,2,jul,478
39,admin.,divorced,secondary,no,19,yes,no,2,jul,503
31,blue-collar,married,secondary,no,625,yes,no,2,jul,135
45,admin.,married,unknown,no,5511,no,no,2,jul,272
56,blue-collar,married,primary,no,1137,no,no,2,jul,176
46,management,divorced,tertiary,no,1329,no,no,3,jul,247
56,retired,married,secondary,no,1044,no,no,3,jul,353
27,services,single,secondary,no,302,no,no,3,jul,203
30,unemployed,married,tertiary,no,330,no,no,3,jul,264
26,self-employed,single,tertiary,no,2857,no,no,3,jul,446
35,unemployed,single,primary,no,68,no,no,3,jul,175
52,blue-collar,married,primary,no,1524,no,no,3,jul,1007
54,admin.,married,secondary,no,1633,no,no,3,jul,409
41,entrepreneur,married,primary,no,0,no,no,3,jul,438
24,management,single,tertiary,no,507,no,no,3,jul,257
28,blue-collar,single,secondary,no,643,no,no,3,jul,308
62,management,married,tertiary,no,2785,no,no,6,jul,270
52,technician,married,secondary,no,137,no,no,6,jul,227
23,services,single,secondary,no,870,no,no,6,jul,316
82,retired,married,primary,no,8603,no,no,7,jul,429
63,retired,married,secondary,no,18016,no,no,7,jul,371
32,admin.,married,secondary,no,51,yes,yes,7,jul,297
31,management,married,tertiary,no,1032,no,no,7,jul,284
37,services,married,secondary,no,981,no,no,7,jul,682
40,technician,single,tertiary,no,431,no,no,7,jul,180
66,retired,married,secondary,no,203,no,no,7,jul,376
37,management,married,tertiary,no,3737,no,no,7,jul,224
38,unemployed,married,primary,no,7005,yes,no,7,jul,370
27,student,single,secondary,no,111,no,no,7,jul,495
58,retired,married,primary,no,565,no,no,7,jul,876
49,housemaid,married,primary,no,889,no,no,7,jul,388
31,management,single,secondary,no,202,yes,no,8,jul,167
31,management,single,tertiary,no,307,no,no,8,jul,361
38,student,married,unknown,no,0,no,no,8,jul,341
79,retired,married,primary,no,429,no,no,8,jul,1006
71,retired,married,tertiary,no,4388,no,no,8,jul,896
52,technician,married,tertiary,no,2557,no,no,8,jul,340
55,management,married,unknown,no,3122,no,no,8,jul,349
46,blue-collar,married,secondary,no,922,yes,no,8,jul,576
28,management,single,tertiary,no,3796,no,no,8,jul,315
22,student,single,secondary,no,185,no,no,8,jul,153
49,management,single,tertiary,no,151,yes,no,8,jul,97
20,student,single,unknown,no,829,no,no,9,jul,253
19,student,single,primary,no,103,no,no,10,jul,104
34,blue-collar,single,primary,no,79,no,no,10,jul,336
73,management,married,tertiary,no,1609,no,no,14,jul,169
27,management,single,tertiary,no,2489,no,no,15,jul,323
59,blue-collar,divorced,primary,no,989,no,no,20,jul,125
25,student,single,tertiary,no,58,no,no,24,jul,139
44,entrepreneur,single,unknown,no,323,no,no,28,jul,332
28,management,single,tertiary,no,5474,no,no,28,jul,486
25,management,single,tertiary,no,219,no,no,4,aug,576
28,management,married,tertiary,no,1240,no,no,4,aug,849
52,admin.,married,secondary,no,1228,yes,yes,4,aug,218
57,management,married,tertiary,no,1660,no,no,4,aug,642
49,management,divorced,tertiary,no,914,no,no,4,aug,185
33,technician,married,tertiary,no,1699,no,no,4,aug,600
47,technician,married,secondary,no,1167,yes,no,4,aug,505
68,retired,married,secondary,no,19317,yes,no,4,aug,249
40,technician,single,tertiary,no,1646,yes,no,4,aug,173
46,management,married,tertiary,no,242,no,no,4,aug,120
29,technician,single,secondary,no,382,no,no,5,aug,409
55,management,divorced,tertiary,no,2383,no,no,5,aug,1019
30,self-employed,married,tertiary,no,2666,no,no,5,aug,475
49,admin.,divorced,secondary,no,1718,no,yes,5,aug,211
48,management,married,tertiary,no,1147,no,no,5,aug,389
21,student,single,secondary,no,216,no,no,5,aug,414
45,admin.,married,secondary,no,153,no,no,5,aug,277
43,management,married,tertiary,no,1791,no,no,5,aug,254
47,management,single,tertiary,no,86,no,no,5,aug,253
27,management,single,tertiary,no,6791,no,no,5,aug,179
20,student,married,unknown,no,292,no,no,5,aug,385
37,unemployed,single,tertiary,no,1291,no,no,5,aug,150
61,management,married,tertiary,no,175,no,no,5,aug,270
57,services,single,secondary,no,0,no,no,6,aug,355
40,management,married,tertiary,no,0,no,no,6,aug,131
53,admin.,divorced,secondary,no,0,yes,yes,6,aug,1452
65,unknown,married,unknown,no,4717,no,no,6,aug,256
67,retired,married,tertiary,no,701,no,no,6,aug,254
66,retired,married,tertiary,no,3,no,no,6,aug,550
67,management,married,tertiary,no,405,no,no,7,aug,345
57,retired,married,secondary,no,168,no,no,7,aug,342
38,admin.,married,tertiary,no,4297,no,no,7,aug,206
56,management,divorced,tertiary,no,10532,no,no,7,aug,324
46,management,married,tertiary,no,4693,no,yes,7,aug,79
69,technician,married,secondary,no,9064,no,no,7,aug,714
32,services,single,secondary,no,6983,no,no,7,aug,255
72,retired,married,tertiary,no,2,no,no,7,aug,147
41,admin.,married,tertiary,no,1536,no,no,7,aug,273
72,retired,married,primary,no,1612,no,no,7,aug,530
33,unemployed,married,secondary,no,1211,no,no,7,aug,456
37,admin.,married,secondary,no,96,no,no,7,aug,155
34,management,married,tertiary,no,0,yes,no,7,aug,262
44,admin.,single,secondary,no,1534,no,no,7,aug,166
42,services,single,secondary,no,3403,yes,no,7,aug,215
58,unemployed,married,secondary,no,687,yes,no,7,aug,221
34,technician,married,tertiary,no,7050,no,no,7,aug,130
55,entrepreneur,divorced,secondary,no,538,yes,no,7,aug,353
71,retired,married,primary,no,2600,no,no,7,aug,212
23,student,single,secondary,no,0,no,no,7,aug,217
60,management,single,tertiary,no,1034,yes,no,7,aug,231
18,student,single,unknown,no,108,no,no,10,aug,167
54,technician,married,secondary,no,10185,no,no,10,aug,559
59,retired,divorced,tertiary,no,3444,no,no,10,aug,252
32,self-employed,single,tertiary,no,1815,no,no,10,aug,235
61,self-employed,divorced,tertiary,no,52587,no,no,10,aug,290
31,management,married,tertiary,no,10884,no,no,10,aug,294
42,blue-collar,married,primary,no,201,yes,no,11,aug,265
42,unemployed,married,unknown,no,190,no,no,11,aug,704
42,services,single,tertiary,no,94,yes,no,11,aug,176
70,housemaid,divorced,primary,no,1311,no,no,11,aug,651
57,technician,married,secondary,no,589,yes,no,11,aug,167
60,retired,married,secondary,no,1853,no,no,11,aug,408
53,blue-collar,divorced,primary,no,4401,no,no,11,aug,254
48,unemployed,divorced,secondary,no,201,no,no,11,aug,140
30,management,single,tertiary,no,533,no,no,11,aug,229
39,management,single,tertiary,no,3840,yes,no,11,aug,315
42,technician,married,secondary,no,994,yes,no,11,aug,149
26,admin.,single,secondary,no,96,no,no,11,aug,349
46,management,married,tertiary,no,1600,yes,yes,11,aug,1244
40,admin.,single,secondary,no,100,yes,no,11,aug,221
39,admin.,married,secondary,no,260,yes,no,11,aug,175
58,self-employed,married,primary,no,1013,yes,no,11,aug,206
42,blue-collar,married,secondary,no,413,yes,no,11,aug,589
31,services,single,secondary,no,181,no,no,12,aug,182
21,student,single,secondary,no,123,no,no,12,aug,449
35,self-employed,single,tertiary,no,353,no,no,12,aug,582
50,technician,divorced,unknown,no,2794,no,no,12,aug,1336
36,management,single,tertiary,no,3850,yes,no,12,aug,239
75,retired,married,primary,no,2970,no,no,12,aug,641
20,student,single,primary,no,6991,no,no,12,aug,178
57,admin.,single,secondary,no,2223,no,no,12,aug,1064
41,management,married,tertiary,no,27696,no,no,12,aug,147
59,technician,married,secondary,no,116,no,no,12,aug,398
36,management,married,tertiary,no,2987,yes,no,12,aug,307
18,student,single,primary,no,608,no,no,12,aug,267
34,management,single,tertiary,no,48,yes,no,12,aug,810
55,management,married,primary,no,113,no,no,12,aug,306
33,blue-collar,single,secondary,no,498,no,no,12,aug,338
43,technician,married,tertiary,no,2643,no,no,12,aug,188
34,services,married,secondary,no,1337,no,no,12,aug,255
35,services,married,unknown,no,618,no,no,12,aug,293
43,technician,single,secondary,no,451,no,no,12,aug,289
74,retired,married,primary,no,0,no,no,13,aug,562
45,unemployed,divorced,primary,yes,11,no,no,13,aug,489
38,blue-collar,married,secondary,no,1165,yes,no,13,aug,784
32,management,single,tertiary,no,2465,no,no,13,aug,414
29,admin.,single,tertiary,no,41,yes,no,13,aug,148
31,admin.,married,secondary,no,35,no,no,13,aug,315
50,services,married,secondary,no,3169,no,no,13,aug,399
44,technician,divorced,secondary,no,14,no,no,13,aug,234
23,student,single,secondary,no,431,no,no,13,aug,496
56,management,married,tertiary,no,616,no,no,13,aug,293
76,retired,married,primary,no,3324,no,no,13,aug,227
28,technician,single,secondary,no,113,no,no,13,aug,204
34,management,single,tertiary,no,13014,no,no,13,aug,738
56,retired,married,primary,no,9367,no,no,13,aug,320
45,management,single,tertiary,no,2067,yes,no,13,aug,393
36,technician,single,secondary,no,376,no,no,13,aug,479
57,retired,single,tertiary,no,842,no,no,13,aug,284
49,technician,married,tertiary,no,1235,no,no,13,aug,354
49,management,married,tertiary,no,1,no,no,13,aug,640
37,management,married,tertiary,no,1276,no,no,14,aug,156
46,unemployed,single,tertiary,no,44,no,no,14,aug,225
26,admin.,single,secondary,no,255,no,no,14,aug,209
47,unemployed,married,secondary,no,926,no,no,14,aug,436
36,management,married,primary,no,1506,no,no,14,aug,326
37,student,single,unknown,no,444,no,no,14,aug,137
62,management,married,tertiary,no,557,no,no,14,aug,185
26,blue-collar,single,secondary,no,535,no,no,14,aug,125
45,management,married,tertiary,no,2671,no,no,14,aug,94
63,technician,married,secondary,no,896,yes,no,14,aug,276
25,management,single,tertiary,no,528,no,no,14,aug,201
60,retired,married,unknown,no,209,no,no,14,aug,391
44,management,married,tertiary,no,226,yes,no,14,aug,190
33,unemployed,single,tertiary,no,1974,no,no,14,aug,498
39,entrepreneur,married,tertiary,no,942,yes,no,14,aug,880
46,blue-collar,married,unknown,no,336,yes,no,14,aug,260
42,admin.,married,primary,no,-306,yes,no,17,aug,308
56,management,married,unknown,no,4623,no,no,17,aug,348
82,retired,married,secondary,no,276,no,no,17,aug,199
77,retired,married,tertiary,no,0,no,no,17,aug,286
36,services,single,tertiary,no,1189,no,no,17,aug,220
35,management,single,tertiary,no,431,no,no,17,aug,343
50,technician,married,secondary,no,2218,yes,no,17,aug,711
62,retired,married,secondary,no,1495,no,no,17,aug,606
26,management,single,tertiary,no,828,yes,no,17,aug,156
55,management,married,tertiary,no,12972,no,no,18,aug,205
22,student,single,secondary,no,948,no,no,18,aug,215
30,student,single,secondary,no,48,no,no,18,aug,161
34,housemaid,married,tertiary,no,0,no,no,18,aug,148
31,management,married,tertiary,no,537,yes,no,18,aug,216
55,technician,married,secondary,no,1938,no,yes,18,aug,193
49,technician,single,secondary,no,9131,yes,no,18,aug,532
67,retired,divorced,tertiary,no,443,no,no,18,aug,441
43,admin.,married,secondary,no,132,no,no,19,aug,574
25,technician,single,tertiary,no,3411,no,no,19,aug,225
59,retired,divorced,secondary,no,1,no,no,19,aug,335
44,admin.,married,secondary,no,10905,no,no,19,aug,240
42,management,married,tertiary,no,976,no,no,19,aug,164
29,management,single,tertiary,no,2531,no,no,19,aug,634
32,management,married,tertiary,no,1270,no,no,19,aug,232
30,management,single,tertiary,no,5359,no,no,19,aug,145
38,technician,married,secondary,no,10596,no,no,19,aug,195
22,student,single,tertiary,no,691,no,no,19,aug,338
25,entrepreneur,single,tertiary,no,347,no,no,20,aug,267
34,self-employed,single,tertiary,no,9962,no,no,20,aug,474
27,technician,single,tertiary,no,11862,no,no,20,aug,217
35,management,single,tertiary,no,1756,no,no,20,aug,195
45,housemaid,married,secondary,no,4068,no,no,20,aug,184
42,management,married,primary,no,5310,yes,no,20,aug,273
20,student,single,secondary,no,215,no,no,21,aug,228
60,admin.,married,secondary,no,106,no,no,21,aug,216
47,management,married,tertiary,no,0,no,yes,21,aug,374
25,student,single,secondary,no,469,no,no,21,aug,273
65,retired,married,secondary,no,2326,no,yes,21,aug,276
50,technician,married,secondary,no,3370,no,no,21,aug,531
22,student,single,secondary,no,144,no,no,21,aug,116
43,admin.,single,secondary,no,733,yes,no,21,aug,126
53,retired,divorced,tertiary,no,-309,yes,no,21,aug,343
71,retired,divorced,secondary,no,5584,no,no,21,aug,534
28,blue-collar,married,secondary,no,61,yes,no,21,aug,744
59,unemployed,married,secondary,no,1047,no,no,21,aug,438
29,management,single,tertiary,no,265,no,no,24,aug,130
51,technician,married,secondary,no,117,no,no,24,aug,467
48,housemaid,married,tertiary,no,5473,no,no,24,aug,232
37,blue-collar,married,primary,no,106,yes,no,25,aug,511
37,technician,married,tertiary,no,127,yes,no,25,aug,192
64,retired,married,tertiary,no,380,no,no,25,aug,479
69,retired,married,secondary,no,0,no,no,25,aug,412
36,management,married,tertiary,no,255,no,no,25,aug,242
43,services,married,secondary,no,2145,no,no,25,aug,291
63,housemaid,married,primary,no,91,no,no,26,aug,128
70,retired,married,secondary,no,1853,no,no,26,aug,314
60,technician,single,primary,no,11262,no,no,26,aug,323
86,retired,divorced,primary,no,0,no,no,26,aug,189
72,retired,married,secondary,no,1129,no,no,26,aug,186
60,retired,married,tertiary,no,108,no,no,26,aug,624
43,management,single,tertiary,no,1696,yes,no,26,aug,257
57,management,divorced,unknown,no,854,no,no,27,aug,700
28,management,single,tertiary,no,223,yes,no,27,aug,157
36,blue-collar,single,secondary,no,40,yes,no,27,aug,259
66,retired,married,secondary,no,2048,no,no,27,aug,212
33,technician,single,tertiary,no,3689,no,no,27,aug,445
36,technician,single,secondary,no,539,yes,no,27,aug,398
29,technician,single,secondary,no,590,no,no,27,aug,81
62,unemployed,married,secondary,no,780,no,no,28,aug,162
34,blue-collar,married,secondary,no,1464,yes,no,28,aug,207
29,unemployed,single,tertiary,no,1311,no,no,28,aug,622
30,management,married,tertiary,no,7,yes,no,28,aug,173
32,technician,married,tertiary,no,636,yes,no,28,aug,370
39,blue-collar,single,primary,no,24277,no,no,28,aug,261
55,admin.,divorced,secondary,no,1872,no,no,28,aug,155
36,management,single,tertiary,no,490,no,no,28,aug,207
27,student,single,tertiary,no,118,no,no,31,aug,160
45,management,married,tertiary,no,4119,yes,yes,31,aug,473
55,management,married,unknown,no,1504,yes,no,31,aug,186
52,blue-collar,married,secondary,no,2087,yes,no,31,aug,267
49,management,single,tertiary,no,5689,no,no,31,aug,470
30,blue-collar,married,primary,no,201,yes,no,31,aug,219
39,management,married,tertiary,no,119,yes,no,1,sep,265
48,management,divorced,tertiary,no,17964,yes,no,1,sep,120
36,management,married,tertiary,no,1113,no,no,1,sep,212
27,admin.,married,secondary,no,1596,no,no,1,sep,82
51,management,married,tertiary,no,2635,no,no,1,sep,181
48,technician,married,secondary,no,568,yes,no,2,sep,378
70,retired,married,secondary,no,2626,no,no,2,sep,140
63,retired,married,secondary,no,4752,no,no,2,sep,233
34,services,single,secondary,no,528,yes,no,2,sep,121
46,admin.,married,tertiary,no,2552,no,no,3,sep,260
31,self-employed,single,tertiary,no,3343,no,no,3,sep,365
32,admin.,married,secondary,no,995,no,no,3,sep,331
40,unemployed,single,tertiary,no,7968,no,no,3,sep,733
30,admin.,single,secondary,no,0,no,no,4,sep,316
55,management,married,primary,no,2587,no,no,4,sep,328
57,management,divorced,tertiary,no,6468,yes,no,4,sep,730
59,admin.,single,secondary,no,4744,no,no,4,sep,879
26,technician,single,secondary,no,1231,yes,no,4,sep,230
73,retired,married,unknown,no,3443,no,no,4,sep,770
30,admin.,single,secondary,no,2568,no,no,4,sep,563
64,retired,married,tertiary,no,1644,no,no,7,sep,569
36,technician,married,tertiary,no,1354,no,no,7,sep,281
55,admin.,married,secondary,no,602,no,no,7,sep,350
63,retired,married,tertiary,no,1795,no,no,7,sep,219
52,technician,married,secondary,no,0,yes,no,7,sep,211
34,management,single,tertiary,no,268,no,no,7,sep,587
36,services,married,secondary,no,52,yes,no,7,sep,351
31,management,single,tertiary,no,924,no,no,7,sep,231
47,retired,single,primary,no,3033,no,no,8,sep,293
50,admin.,married,tertiary,no,6574,no,no,8,sep,495
70,retired,divorced,secondary,no,0,no,no,8,sep,206
18,student,single,unknown,no,108,no,no,8,sep,169
33,self-employed,married,secondary,no,409,no,no,8,sep,165
24,technician,single,secondary,no,726,no,no,8,sep,445
25,admin.,single,secondary,no,1871,no,no,8,sep,260
26,management,single,tertiary,no,1094,yes,no,8,sep,137
32,management,single,tertiary,no,2915,no,no,8,sep,519
25,student,single,unknown,no,480,no,no,8,sep,140
58,management,married,tertiary,no,1227,no,no,8,sep,400
42,management,married,tertiary,no,1205,no,no,8,sep,376
30,blue-collar,single,secondary,no,161,no,yes,8,sep,298
76,retired,divorced,primary,no,802,no,no,9,sep,475
79,retired,married,secondary,no,723,no,no,9,sep,276
70,retired,married,primary,no,6538,no,no,9,sep,394
30,management,single,tertiary,no,147,no,no,9,sep,234
60,retired,married,secondary,no,0,no,no,9,sep,408
51,unemployed,married,secondary,no,1416,no,no,9,sep,345
71,retired,married,tertiary,no,14220,yes,no,9,sep,397
31,management,single,tertiary,no,12569,no,no,9,sep,344
32,admin.,single,secondary,no,555,yes,no,9,sep,344
34,management,married,tertiary,no,158,no,no,9,sep,278
28,admin.,single,secondary,no,261,yes,yes,9,sep,259
45,management,married,tertiary,no,786,no,no,10,sep,84
53,entrepreneur,married,primary,no,27,yes,no,10,sep,230
38,unknown,single,tertiary,no,0,no,no,11,sep,260
56,admin.,single,secondary,no,2815,yes,no,11,sep,212
42,technician,married,secondary,no,3082,no,no,11,sep,285
47,technician,married,secondary,no,1233,yes,no,11,sep,91
73,retired,married,unknown,no,739,no,no,11,sep,210
46,blue-collar,married,secondary,no,640,yes,no,11,sep,108
73,retired,married,tertiary,no,1843,no,no,11,sep,106
28,blue-collar,single,secondary,no,322,no,no,11,sep,240
46,management,married,tertiary,no,7331,no,no,11,sep,658
74,retired,married,primary,no,1765,no,no,11,sep,290
